PassengerId,Survived,Probability
1154,1,0.9525823563601964
1155,0,0.48505186632898994
1156,0,0.2345896851149887
1157,0,0.042920042655650144
1158,0,0.038340876460796536
1159,0,0.031975392932854355
1160,0,0.1588894950850135
1161,0,0.07642364547671406
1162,0,0.37445405173207513
1163,0,0.08150931927569431
1164,1,0.9861947270491555
1165,1,0.9288030694956118
1166,0,0.1532561432422619
1167,1,0.9182252365924621
1168,0,0.1379684681371253
1169,0,0.12544712977892328
1170,0,0.06465635804648885
1171,0,0.1379684681371253
1172,0,0.12974465629747858
1173,0,0.23817147171057773
1174,1,0.7553463863086317
1175,0,0.1876973733500124
1176,1,0.7339464970903428
1177,0,0.031975392932854355
1178,0,0.031975392932854355
1179,0,0.10584469795960069
1180,0,0.1777379681502718
1181,0,0.098885006439833
1182,0,0.125927931936795
1183,0,0.29245141468475966
1184,0,0.1532561432422619
1185,0,0.10584469795960069
1186,0,0.1379684681371253
1187,0,0.042920042655650144
1188,1,0.962897625612462
1189,0,0.06309721997660872
1190,0,0.125927931936795
1191,0,0.10542545262951934
1192,0,0.10542545262951934
1193,1,0.6014502738720507
1194,0,0.04660795062114464
1195,0,0.07642364547671406
1196,1,0.7553463863086317
1197,1,0.9698816711835527
1198,1,0.8272016260571127
1199,0,0.1269173954933626
1200,0,0.14266562723925874
1201,0,0.12046452826948077
1202,0,0.07642364547671406
1203,0,0.1532561432422619
1204,0,0.031975392932854355
1205,1,0.7553463863086317
1206,1,0.988840735905635
1207,1,0.8893347047726908
1208,0,0.24810915898932476
1209,0,0.1379684681371253
1210,0,0.10542545262951934
1211,0,0.19375221350040994
1212,0,0.10542545262951934
1213,0,0.1777379681502718
1214,1,0.5353933219253472
1215,0,0.3047856170742959
1216,1,0.9863410325357174
1217,0,0.04000664933511998
1218,1,0.9950036721438508
1219,0,0.14098136308737444
1220,0,0.12544712977892328
1221,0,0.12092694778872479
1222,1,0.9841539775941983
1223,0,0.4719917749368895
1224,0,0.1532561432422619
1225,1,0.9701208337964125
1226,0,0.042920042655650144
1227,1,0.8220341420217402
1228,0,0.12092694778872479
1229,0,0.1532561432422619
1230,0,0.27404564455773633
1231,0,0.1532561432422619
1232,0,0.1379684681371253
1233,0,0.031975392932854355
1234,0,0.09496913540050368
1235,1,0.9976460424267812
1236,0,0.3853127304664886
1237,1,0.8513709783944688
1238,0,0.12092694778872479
1239,1,0.9444780064258054
1240,0,0.083583085941423
1241,0,0.41856219303758213
1242,1,0.9985176227889674
1243,0,0.1379684681371253
1244,0,0.14273316327088903
1245,0,0.09496913540050368
1246,1,0.8769012047707704
1247,0,0.18671719399475017
1248,1,0.929613772784151
1249,0,0.10974582281538481
1250,0,0.08150931927569431
1251,1,0.8239649224459448
1252,0,0.023124971637621276
1253,1,0.981745966904552
1254,0,0.41856219303758213
1255,0,0.07642364547671406
1256,1,0.9954368644526724
1257,0,0.1364201300686342
1258,0,0.15381693829549092
1259,0,0.057017271599621444
1260,1,0.9855536876772569
1261,0,0.15454193051266554
1262,0,0.20073082170927778
1263,1,0.988840735905635
1264,0,0.045231259515931994
1265,0,0.12092694778872479
1266,1,0.9817157054293346
1267,1,0.9902080309524384
1268,0,0.09377317519130046
1269,0,0.09950974835633182
1270,0,0.13230308858854908
1271,1,0.5732451709519996
1272,0,0.08150931927569431
1273,0,0.14320200774521705
1274,0,0.4703648749600253
1275,1,0.8929199951502802
1276,0,0.12092694778872479
1277,1,0.9798264977121247
1278,0,0.10542545262951934
1279,0,0.12092694778872479
1280,0,0.08150931927569431
1281,0,0.02624443735343825
1282,0,0.07477350308986651
1283,1,0.9645661800826605
1284,0,0.10816774937801384
1285,0,0.1379684681371253
1286,0,0.02624443735343825
1287,1,0.981949210638946
1288,0,0.029962953519094157
1289,1,0.9982116370229867
1290,0,0.10542545262951934
1291,0,0.05346296576112112
1292,1,0.9876278705380503
1293,0,0.06465635804648885
1294,1,0.9855536876772569
1295,0,0.125927931936795
1296,1,0.6782260217531296
1297,1,0.7010296790310354
1298,0,0.2626466330116609
1299,0,0.08641029570620147
1300,1,0.7843161161457279
1301,0,0.43392411254710433
1302,1,0.7553463863086317
1303,1,0.9773356575056819
1304,0,0.2230006714007245
1305,0,0.098885006439833
1306,1,0.9867362286010851
1307,0,0.031975392932854355
1308,0,0.098885006439833
1309,0,0.1367342028805904
